,id,name,acronym,description,url,location,country,latitude,longitude,head,contact,national_node,withdrawn,parent_collection,sub_collections,biobank,biobank_label,network,also_known,studies,type,data_categories,order_of_magnitude,size,categories,timestamp,quality,combined_quality,number_of_donors,order_of_magnitude_donors,sex,diagnosis_available,age_low,age_high,age_unit,facts,materials,storage_temperatures,body_part_examined,imaging_modality,image_dataset_type,collaboration_commercial,collaboration_non_for_profit,data_use,duc_profile,commercial_use,access_fee,access_joint_project,access_description,access_uri,sop,catalog,license,publisher,language,keywords,EJP_RD_personalData,EJP_RD_vpConnection,issued,modified,mg_draft
730,bbmri-eric:ID:ES_BBSSPA:collection:CCA-00018,Bronchial and lung neoplasms,,Bronchial and lung neoplasms,https://www.juntadeandalucia.es/salud/biobanco/es,Andalusia,ES,,,bbmri-eric:contactID:ES_Aguilar-Quesada,bbmri-eric:contactID:ES_Aguilar-Quesada,ES,False,,,bbmri-eric:ID:ES_BBSSPA,Andalusian Public Health System Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,1095.0,oncology,2026-06-02 00:00:00.000,,accredited,141.0,2.0,"FEMALE,MALE",urn:miriam:icd:C34,29.0,81.0,YEAR,,"PLASMA,SERUM,URINE,WHOLE_BLOOD,TISSUE_FROZEN,TISSUE_PARAFFIN_EMBEDDED,OTHER","temperature-60to-85,temperatureRoom",,,,True,True,,,True,,,,,"sample_processing_sop,sample_storage_sop",directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Malignant neoplasm of bronchus and lung,,,2026-07-23 05:02:05.616822,2026-07-23 05:02:05.616822,
740,bbmri-eric:ID:ES_BioNER-IIER:collection:Anemia_de_Blackfan-Diamond,Anemia de Blackfan-Diamond,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,0,5.0,"autoimmune,rare_disease",,,,1.0,0.0,FEMALE,urn:miriam:icd:D61.0,,,YEAR,,"DNA,SALIVA",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Constitutional aplastic anaemia,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
748,bbmri-eric:ID:ES_BioNER-IIER:collection:HIPOFIBRINOGENEMIA_FAMILIAR,HIPOFIBRINOGENEMIA FAMILIAR,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,21.0,"autoimmune,rare_disease",,,,1.0,0.0,FEMALE,urn:miriam:icd:D68.2,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Hereditary deficiency of other clotting factors,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
754,bbmri-eric:ID:ES_BioNER-IIER:collection:Purpura_trombopenica_idiopatica,Púrpura trombopénica idiopática,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,21.0,"autoimmune,rare_disease",,,,1.0,0.0,FEMALE,urn:miriam:icd:D69.3,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Idiopathic thrombocytopenic purpura,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
755,bbmri-eric:ID:ES_BioNER-IIER:collection:Purpura_trombocitopenica_trombotica,Púrpura trombocitopénica trombótica,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,16.0,"autoimmune,rare_disease",,,,1.0,0.0,FEMALE,urn:miriam:icd:D69.4,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other primary thrombocytopenia,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
757,bbmri-eric:ID:ES_BBSSPA:collection:CCA-00025,Brain Tissue Control,,Tissue samples obtained from brain autopsies of patients without nervous system disorders,https://www.juntadeandalucia.es/salud/biobanco/es,Andalusia,ES,,,bbmri-eric:contactID:ES_Aguilar-Quesada,bbmri-eric:contactID:ES_Aguilar-Quesada,ES,False,,,bbmri-eric:ID:ES_BBSSPA,Andalusian Public Health System Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,619.0,"nervous_system,paediatrics",2026-06-02 00:00:00.000,,accredited,14.0,1.0,"FEMALE,MALE",urn:miriam:icd:G00,0.0,85.0,YEAR,,"OTHER,TISSUE_FROZEN,TISSUE_PARAFFIN_EMBEDDED,OTHER","temperature-60to-85,temperatureRoom",,,,True,True,,,True,,,,,sample_storage_sop,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Bacterial meningitis,not elsewhere classified",,,2026-07-23 05:02:05.616822,2026-07-23 05:02:05.616822,
758,bbmri-eric:ID:ES_BioNER-IIER:collection:Sindrome_de_DiGeorge,Síndrome de DiGeorge,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,0,5.0,"autoimmune,rare_disease",,,,1.0,0.0,MALE,urn:miriam:icd:D82.1,,,YEAR,,"DNA,SALIVA",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Immunodeficiency associated with other major defects - Di George syndrome,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
762,bbmri-eric:ID:ES_BioNER-IIER:collection:HEMANGIOMA_Y_LINFANGIOMA_DE_CUALQUIER_SITIO,HEMANGIOMA Y LINFANGIOMA DE CUALQUIER SITIO,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,21.0,"oncology,rare_disease",,,,1.0,0.0,FEMALE,urn:miriam:icd:D18,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Haemangioma and lymphangioma,any site",,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
765,bbmri-eric:ID:ES_BioNER-IIER:collection:ANGIOEDEMA_FAMILIAR,ANGIOEDEMA FAMILIAR,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,21.0,"autoimmune,rare_disease",,,,1.0,0.0,FEMALE,urn:miriam:icd:D84.1,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other immunodeficiencies - Defects in the complement system,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
766,bbmri-eric:ID:ES_BioNER-IIER:collection:Sindrome_de_coreoatetosis-hipotiroidismo-dificultad_respiratoria_neonatal,Síndrome de coreoatetosis-hipotiroidismo-dificultad respiratoria neonatal,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,63.0,"rare_disease,metabolic",,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:E03.1,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Congenital hypothyroidism without goitre,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
767,bbmri-eric:ID:ES_BioNER-IIER:collection:Acromegalia,Acromegalia,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,15.0,"rare_disease,metabolic",,,,1.0,0.0,MALE,urn:miriam:icd:E22.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Acromegaly and pituitary gigantism,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
768,bbmri-eric:ID:ES_BioNER-IIER:collection:Hiperplasia_adrenal_congenita,Hiperplasia adrenal congénita,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,21.0,"rare_disease,metabolic",,,,1.0,0.0,MALE,urn:miriam:icd:E25.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Congenital adrenogenital disorders associated with enzyme deficiency,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
770,bbmri-eric:ID:ES_BioNER-IIER:collection:Enfermedad_de_Addison,Enfermedad de Addison,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,14.0,"rare_disease,metabolic",,,,1.0,0.0,MALE,urn:miriam:icd:E27.1,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other disorders of adrenal gland - Primary adrenocortical insufficiency,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
774,bbmri-eric:ID:ES_BioNER-IIER:collection:Aciduria_3-metilglutaconica,Aciduria 3-metilglutacónica,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,0,3.0,"rare_disease,metabolic",,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:E71.1,,,YEAR,,DNA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other disorders of branched-chain amino-acid metabolism,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
777,bbmri-eric:ID:ES_BioNER-IIER:collection:Leucoencefalopatia_con_afectacion_del_tronco_del_encefalo_y_medula_espinal_y_elevacion_del_lactato-DARS2,Leucoencefalopatía con afectación del tronco del encéfalo y médula espinal y elevación del lactato - DARS2,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,53.0,"rare_disease,metabolic",,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:E75.2,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other sphingolipidosis,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
781,bbmri-eric:ID:ES_BioNER-IIER:collection:Histiocitosis_de_celulas_de_Langerhans,Histiocitosis de células de Langerhans,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,29.0,"autoimmune,rare_disease",,,,2.0,0.0,"MALE,FEMALE",urn:miriam:icd:D76,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
782,bbmri-eric:ID:ES_BioNER-IIER:collection:Cistinosis,Cistinosis,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,15.0,"rare_disease,metabolic",,,,1.0,0.0,MALE,urn:miriam:icd:E72.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Disorders of amino-acid transport,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
788,bbmri-eric:ID:ES_BioNER-IIER:collection:Sindrome_de_Brown_Vialetto_van_Laere_tipo_2,Síndrome de Brown Vialetto van Laere tipo 2,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,83.0,"rare_disease,metabolic",,,,4.0,0.0,"MALE,FEMALE",urn:miriam:icd:E53.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Riboflavin deficiency,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
789,bbmri-eric:ID:ES_BioNER-IIER:collection:Gangliosidosis_GM1,Gangliosidosis GM1,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,17.0,"rare_disease,metabolic",,,,4.0,0.0,"MALE,FEMALE",urn:miriam:icd:E75.1,,,YEAR,,"DNA,SALIVA",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other gangliosidosis,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
793,bbmri-eric:ID:ES_BioNER-IIER:collection:Mucopolisacaridosis_tipo_4,Mucopolisacaridosis tipo 4,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,21.0,"rare_disease,metabolic",,,,1.0,0.0,FEMALE,urn:miriam:icd:E76.2,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Disorders of glycosaminoglycan metabolism - Other mucopolysaccharidoses,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
795,bbmri-eric:ID:ES_BioNER-IIER:collection:Fucosidosis-FUCA1,Fucosidosis-FUCA1,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,41.0,"rare_disease,metabolic",,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:E77.1,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Defects in glycoprotein degradation,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
796,bbmri-eric:ID:ES_BioNER-IIER:collection:Sindrome_CDG_de_tipo_1a,Síndrome CDG de tipo 1a,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,0,4.0,"rare_disease,metabolic",,,,2.0,0.0,"MALE,FEMALE",urn:miriam:icd:E77.8,,,YEAR,,DNA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other disorders of glycoprotein metabolism,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
799,bbmri-eric:ID:ES_BioNER-IIER:collection:Deficit_parcial_de_hipoxantina_guanina_fosforribosil_transferasa,Déficit parcial de hipoxantina guanina fosforribosil transferasa,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,42.0,"rare_disease,metabolic",,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:E79.8,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other disorders of purine and pyrimidine metabolism,,,2026-07-23 05:02:06.175575,2026-07-23 05:02:06.175575,
801,bbmri-eric:ID:ES_BioNER-IIER:collection:Adrenoleucodistrofia_ligada_a_X,Adrenoleucodistrofia ligada a X,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,2,217.0,"rare_disease,metabolic",,,,15.0,1.0,"MALE,FEMALE",urn:miriam:icd:E71.3,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SALIVA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Disorders of fatty-acid metabolism,,,2026-07-23 05:02:05.920194,2026-07-23 05:02:05.920194,
806,bbmri-eric:ID:ES_BioNER-IIER:collection:Porfiria_eritropoyetica_congenita,Porfiria eritropoyética congénita,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,18.0,"rare_disease,metabolic",,,,1.0,0.0,FEMALE,urn:miriam:icd:E80.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Disorders of porphyrin and bilirubin metabolism - Hereditary erythropoietic porphyria,,,2026-07-23 05:02:06.175575,2026-07-23 05:02:06.175575,
