name,codesystem,code,ontologyTermURI
Fourth left posterior intercostal vein,SNOMED CT,361662008,http://purl.bioontology.org/ontology/SNOMEDCT/361662008
Acetabular branch of obturator artery,SNOMED CT,361663003,http://purl.bioontology.org/ontology/SNOMEDCT/361663003
Acetabular branch of medial circumflex femoral artery,SNOMED CT,361664009,http://purl.bioontology.org/ontology/SNOMEDCT/361664009
Entire capsule of interphalangeal joint of great toe,SNOMED CT,361665005,http://purl.bioontology.org/ontology/SNOMEDCT/361665005
Left ascending lumbar vein,SNOMED CT,361666006,http://purl.bioontology.org/ontology/SNOMEDCT/361666006
Right ascending lumbar vein,SNOMED CT,361667002,http://purl.bioontology.org/ontology/SNOMEDCT/361667002
Entire concha of ear,SNOMED CT,361669004,http://purl.bioontology.org/ontology/SNOMEDCT/361669004
Entire tonsils and adenoids,SNOMED CT,361670003,http://purl.bioontology.org/ontology/SNOMEDCT/361670003
Capsule of interphalangeal joint of thumb,SNOMED CT,361683002,http://purl.bioontology.org/ontology/SNOMEDCT/361683002
Entire cervical spinal column,SNOMED CT,361684008,http://purl.bioontology.org/ontology/SNOMEDCT/361684008
Entire lumbar vertebral column,SNOMED CT,361686005,http://purl.bioontology.org/ontology/SNOMEDCT/361686005
Ninth anterior intercostal artery,SNOMED CT,361688006,http://purl.bioontology.org/ontology/SNOMEDCT/361688006
Entire adnexa oculi,SNOMED CT,361689003,http://purl.bioontology.org/ontology/SNOMEDCT/361689003
Entire infratentorial brain,SNOMED CT,361690007,http://purl.bioontology.org/ontology/SNOMEDCT/361690007
Entire cerebral white matter,SNOMED CT,361691006,http://purl.bioontology.org/ontology/SNOMEDCT/361691006
Entire integumentary system,SNOMED CT,361692004,http://purl.bioontology.org/ontology/SNOMEDCT/361692004
Entire mucous membrane,SNOMED CT,361693009,http://purl.bioontology.org/ontology/SNOMEDCT/361693009
Entire epidermis,SNOMED CT,361694003,http://purl.bioontology.org/ontology/SNOMEDCT/361694003
Entire stratum corneum,SNOMED CT,361695002,http://purl.bioontology.org/ontology/SNOMEDCT/361695002
Entire dermis,SNOMED CT,361696001,http://purl.bioontology.org/ontology/SNOMEDCT/361696001
Entire sebaceous gland,SNOMED CT,361697005,http://purl.bioontology.org/ontology/SNOMEDCT/361697005
Entire apocrine gland,SNOMED CT,361698000,http://purl.bioontology.org/ontology/SNOMEDCT/361698000
Entire eccrine gland,SNOMED CT,361699008,http://purl.bioontology.org/ontology/SNOMEDCT/361699008
Entire sweat gland,SNOMED CT,361700009,http://purl.bioontology.org/ontology/SNOMEDCT/361700009
Entire hair,SNOMED CT,361702001,http://purl.bioontology.org/ontology/SNOMEDCT/361702001
Entire skin of face,SNOMED CT,361703006,http://purl.bioontology.org/ontology/SNOMEDCT/361703006
Entire skin of external auditory canal,SNOMED CT,361704000,http://purl.bioontology.org/ontology/SNOMEDCT/361704000
Entire skin of neck,SNOMED CT,361705004,http://purl.bioontology.org/ontology/SNOMEDCT/361705004
Entire skin of axilla,SNOMED CT,361706003,http://purl.bioontology.org/ontology/SNOMEDCT/361706003
Entire skin of abdomen,SNOMED CT,361707007,http://purl.bioontology.org/ontology/SNOMEDCT/361707007
Entire skin of perineum,SNOMED CT,361708002,http://purl.bioontology.org/ontology/SNOMEDCT/361708002
Entire skin of finger,SNOMED CT,361711001,http://purl.bioontology.org/ontology/SNOMEDCT/361711001
Entire skin of dorsal surface of finger,SNOMED CT,361712008,http://purl.bioontology.org/ontology/SNOMEDCT/361712008
Entire subcutaneous tissue,SNOMED CT,361713003,http://purl.bioontology.org/ontology/SNOMEDCT/361713003
Entire skin AND subcutaneous tissue,SNOMED CT,361714009,http://purl.bioontology.org/ontology/SNOMEDCT/361714009
Entire lobe of breast,SNOMED CT,361720005,http://purl.bioontology.org/ontology/SNOMEDCT/361720005
Entire mammary lobule,SNOMED CT,361721009,http://purl.bioontology.org/ontology/SNOMEDCT/361721009
Entire interlobular mammary connective tissue,SNOMED CT,361722002,http://purl.bioontology.org/ontology/SNOMEDCT/361722002
Entire axial skeleton,SNOMED CT,361725000,http://purl.bioontology.org/ontology/SNOMEDCT/361725000
Entire osteon,SNOMED CT,361726004,http://purl.bioontology.org/ontology/SNOMEDCT/361726004
All bone (tissue),SNOMED CT,361727008,http://purl.bioontology.org/ontology/SNOMEDCT/361727008
Entire compact bone,SNOMED CT,361728003,http://purl.bioontology.org/ontology/SNOMEDCT/361728003
Entire diaphysis,SNOMED CT,361729006,http://purl.bioontology.org/ontology/SNOMEDCT/361729006
Entire nutrient canal,SNOMED CT,361730001,http://purl.bioontology.org/ontology/SNOMEDCT/361730001
Entire neurocranium,SNOMED CT,361731002,http://purl.bioontology.org/ontology/SNOMEDCT/361731002
Entire optic canal,SNOMED CT,361732009,http://purl.bioontology.org/ontology/SNOMEDCT/361732009
Entire petrous part of temporal bone,SNOMED CT,361733004,http://purl.bioontology.org/ontology/SNOMEDCT/361733004
Entire internal acoustic meatus of temporal bone,SNOMED CT,361734005,http://purl.bioontology.org/ontology/SNOMEDCT/361734005
Entire jugular foramen,SNOMED CT,361735006,http://purl.bioontology.org/ontology/SNOMEDCT/361735006
Entire clivus,SNOMED CT,361736007,http://purl.bioontology.org/ontology/SNOMEDCT/361736007
Entire lesser wing of sphenoid bone,SNOMED CT,361737003,http://purl.bioontology.org/ontology/SNOMEDCT/361737003
Entire body of maxilla,SNOMED CT,361738008,http://purl.bioontology.org/ontology/SNOMEDCT/361738008
Entire ramus of mandible,SNOMED CT,361739000,http://purl.bioontology.org/ontology/SNOMEDCT/361739000
Entire condyloid process of mandible,SNOMED CT,361740003,http://purl.bioontology.org/ontology/SNOMEDCT/361740003
Entire thoracic cage,SNOMED CT,361741004,http://purl.bioontology.org/ontology/SNOMEDCT/361741004
Entire superior border of manubrium,SNOMED CT,361742006,http://purl.bioontology.org/ontology/SNOMEDCT/361742006
Entire body of sternum,SNOMED CT,361743001,http://purl.bioontology.org/ontology/SNOMEDCT/361743001
Entire tubercle of third rib,SNOMED CT,361744007,http://purl.bioontology.org/ontology/SNOMEDCT/361744007
Entire body of vertebra,SNOMED CT,361745008,http://purl.bioontology.org/ontology/SNOMEDCT/361745008
Entire spinal canal,SNOMED CT,361746009,http://purl.bioontology.org/ontology/SNOMEDCT/361746009
Entire intervertebral disc of fourth cervical vertebra,SNOMED CT,361748005,http://purl.bioontology.org/ontology/SNOMEDCT/361748005
Entire intervertebral disc of fifth cervical vertebra,SNOMED CT,361749002,http://purl.bioontology.org/ontology/SNOMEDCT/361749002
Entire intervertebral disc of sixth cervical vertebra,SNOMED CT,361750002,http://purl.bioontology.org/ontology/SNOMEDCT/361750002
Entire intervertebral disc of seventh cervical vertebra,SNOMED CT,361751003,http://purl.bioontology.org/ontology/SNOMEDCT/361751003
Entire intervertebral disc of first thoracic vertebra,SNOMED CT,361753000,http://purl.bioontology.org/ontology/SNOMEDCT/361753000
Entire intervertebral disc of second thoracic vertebra,SNOMED CT,361754006,http://purl.bioontology.org/ontology/SNOMEDCT/361754006
Entire intervertebral disc of third thoracic vertebra,SNOMED CT,361755007,http://purl.bioontology.org/ontology/SNOMEDCT/361755007
Entire intervertebral disc of fourth thoracic vertebra,SNOMED CT,361756008,http://purl.bioontology.org/ontology/SNOMEDCT/361756008
Entire intervertebral disc of fifth thoracic vertebra,SNOMED CT,361757004,http://purl.bioontology.org/ontology/SNOMEDCT/361757004
Entire intervertebral disc of sixth thoracic vertebra,SNOMED CT,361758009,http://purl.bioontology.org/ontology/SNOMEDCT/361758009
Entire intervertebral disc of seventh thoracic vertebra,SNOMED CT,361759001,http://purl.bioontology.org/ontology/SNOMEDCT/361759001
Entire intervertebral disc of eighth thoracic vertebra,SNOMED CT,361760006,http://purl.bioontology.org/ontology/SNOMEDCT/361760006
Entire intervertebral disc of ninth thoracic vertebra,SNOMED CT,361761005,http://purl.bioontology.org/ontology/SNOMEDCT/361761005
Entire intervertebral disc of tenth thoracic vertebra,SNOMED CT,361762003,http://purl.bioontology.org/ontology/SNOMEDCT/361762003
Entire intervertebral disc of eleventh thoracic vertebra,SNOMED CT,361763008,http://purl.bioontology.org/ontology/SNOMEDCT/361763008
Entire intervertebral disc of twelfth thoracic vertebra,SNOMED CT,361764002,http://purl.bioontology.org/ontology/SNOMEDCT/361764002
Entire intervertebral disc of first lumbar vertebra,SNOMED CT,361766000,http://purl.bioontology.org/ontology/SNOMEDCT/361766000
Entire intervertebral disc of second lumbar vertebra,SNOMED CT,361767009,http://purl.bioontology.org/ontology/SNOMEDCT/361767009
Entire intervertebral disc of third lumbar vertebra,SNOMED CT,361768004,http://purl.bioontology.org/ontology/SNOMEDCT/361768004
Entire intervertebral disc of fourth lumbar vertebra,SNOMED CT,361769007,http://purl.bioontology.org/ontology/SNOMEDCT/361769007
Entire intervertebral disc of fifth lumbar vertebra,SNOMED CT,361770008,http://purl.bioontology.org/ontology/SNOMEDCT/361770008
Entire intervertebral disc of sixth lumbar vertebra,SNOMED CT,361771007,http://purl.bioontology.org/ontology/SNOMEDCT/361771007
Entire intervertebral disc of seventh lumbar vertebra,SNOMED CT,361772000,http://purl.bioontology.org/ontology/SNOMEDCT/361772000
Entire obturator foramen,SNOMED CT,361777006,http://purl.bioontology.org/ontology/SNOMEDCT/361777006
Entire condyle of humerus,SNOMED CT,361778001,http://purl.bioontology.org/ontology/SNOMEDCT/361778001
Entire head of ulna,SNOMED CT,361779009,http://purl.bioontology.org/ontology/SNOMEDCT/361779009
Entire phalanx of index finger,SNOMED CT,361783009,http://purl.bioontology.org/ontology/SNOMEDCT/361783009
Entire phalanx of middle finger,SNOMED CT,361785002,http://purl.bioontology.org/ontology/SNOMEDCT/361785002
Entire phalanx of ring finger,SNOMED CT,361787005,http://purl.bioontology.org/ontology/SNOMEDCT/361787005
Entire phalanx of little finger,SNOMED CT,361789008,http://purl.bioontology.org/ontology/SNOMEDCT/361789008
Entire head of femur,SNOMED CT,361791000,http://purl.bioontology.org/ontology/SNOMEDCT/361791000
Entire neck of femur,SNOMED CT,361792007,http://purl.bioontology.org/ontology/SNOMEDCT/361792007
Entire proximal shaft of femur,SNOMED CT,361793002,http://purl.bioontology.org/ontology/SNOMEDCT/361793002
Entire medial malleolus,SNOMED CT,361794008,http://purl.bioontology.org/ontology/SNOMEDCT/361794008
Entire lateral malleolus of fibula,SNOMED CT,361795009,http://purl.bioontology.org/ontology/SNOMEDCT/361795009
Entire bones of ankle,SNOMED CT,361796005,http://purl.bioontology.org/ontology/SNOMEDCT/361796005
Entire phalanx of second toe,SNOMED CT,361800004,http://purl.bioontology.org/ontology/SNOMEDCT/361800004
Entire phalanx of third toe,SNOMED CT,361802007,http://purl.bioontology.org/ontology/SNOMEDCT/361802007
Entire phalanx of fourth toe,SNOMED CT,361804008,http://purl.bioontology.org/ontology/SNOMEDCT/361804008
Entire phalanx of little toe,SNOMED CT,361806005,http://purl.bioontology.org/ontology/SNOMEDCT/361806005
Entire skeletal muscle system,SNOMED CT,361808006,http://purl.bioontology.org/ontology/SNOMEDCT/361808006
Entire occipitofrontalis muscle,SNOMED CT,361811007,http://purl.bioontology.org/ontology/SNOMEDCT/361811007
Entire depressor anguli oris muscle,SNOMED CT,361812000,http://purl.bioontology.org/ontology/SNOMEDCT/361812000
Entire orbital part of orbicularis oculi muscle,SNOMED CT,361813005,http://purl.bioontology.org/ontology/SNOMEDCT/361813005
Entire tensor veli palatini muscle,SNOMED CT,361815003,http://purl.bioontology.org/ontology/SNOMEDCT/361815003
Entire articular system,SNOMED CT,361827000,http://purl.bioontology.org/ontology/SNOMEDCT/361827000
Entire synovial membrane,SNOMED CT,361828005,http://purl.bioontology.org/ontology/SNOMEDCT/361828005
Entire atlantoaxial joint,SNOMED CT,361832004,http://purl.bioontology.org/ontology/SNOMEDCT/361832004
Entire capsule of shoulder joint,SNOMED CT,361836001,http://purl.bioontology.org/ontology/SNOMEDCT/361836001
Entire capsule of distal radioulnar joint,SNOMED CT,361838000,http://purl.bioontology.org/ontology/SNOMEDCT/361838000
Entire joint of pisiform bone,SNOMED CT,361840005,http://purl.bioontology.org/ontology/SNOMEDCT/361840005
Entire carpometacarpal joint of thumb,SNOMED CT,361843007,http://purl.bioontology.org/ontology/SNOMEDCT/361843007
Entire proximal interphalangeal joint of first digit of forelimb,SNOMED CT,361849006,http://purl.bioontology.org/ontology/SNOMEDCT/361849006
Entire distal interphalangeal joint of first digit of forelimb,SNOMED CT,361850006,http://purl.bioontology.org/ontology/SNOMEDCT/361850006
Entire proximal interphalangeal joint of second finger,SNOMED CT,361851005,http://purl.bioontology.org/ontology/SNOMEDCT/361851005
Entire distal interphalangeal joint of second finger,SNOMED CT,361852003,http://purl.bioontology.org/ontology/SNOMEDCT/361852003
Entire proximal interphalangeal joint of third finger,SNOMED CT,361853008,http://purl.bioontology.org/ontology/SNOMEDCT/361853008
Entire distal interphalangeal joint of third finger,SNOMED CT,361854002,http://purl.bioontology.org/ontology/SNOMEDCT/361854002
Entire proximal interphalangeal joint of fourth finger,SNOMED CT,361855001,http://purl.bioontology.org/ontology/SNOMEDCT/361855001
Entire distal interphalangeal joint of fourth finger,SNOMED CT,361856000,http://purl.bioontology.org/ontology/SNOMEDCT/361856000
Entire proximal interphalangeal joint of fifth finger,SNOMED CT,361857009,http://purl.bioontology.org/ontology/SNOMEDCT/361857009
Entire distal interphalangeal joint of fifth finger,SNOMED CT,361858004,http://purl.bioontology.org/ontology/SNOMEDCT/361858004
Entire obturator membrane,SNOMED CT,361861003,http://purl.bioontology.org/ontology/SNOMEDCT/361861003
Entire capsule of knee joint,SNOMED CT,361862005,http://purl.bioontology.org/ontology/SNOMEDCT/361862005
Entire infrapatellar synovial plica,SNOMED CT,361863000,http://purl.bioontology.org/ontology/SNOMEDCT/361863000
Entire metatarsophalangeal joint of second toe,SNOMED CT,361869001,http://purl.bioontology.org/ontology/SNOMEDCT/361869001
Entire metatarsophalangeal joint of third toe,SNOMED CT,361870000,http://purl.bioontology.org/ontology/SNOMEDCT/361870000
Entire metatarsophalangeal joint of fourth toe,SNOMED CT,361871001,http://purl.bioontology.org/ontology/SNOMEDCT/361871001
Entire metatarsophalangeal joint of fifth toe,SNOMED CT,361872008,http://purl.bioontology.org/ontology/SNOMEDCT/361872008
Entire proximal interphalangeal joint of toe,SNOMED CT,361873003,http://purl.bioontology.org/ontology/SNOMEDCT/361873003
Entire distal interphalangeal joint of toe,SNOMED CT,361874009,http://purl.bioontology.org/ontology/SNOMEDCT/361874009
Entire proximal interphalangeal joint of great toe,SNOMED CT,361875005,http://purl.bioontology.org/ontology/SNOMEDCT/361875005
Entire distal interphalangeal joint of great toe,SNOMED CT,361876006,http://purl.bioontology.org/ontology/SNOMEDCT/361876006
Entire proximal interphalangeal joint of second toe,SNOMED CT,361877002,http://purl.bioontology.org/ontology/SNOMEDCT/361877002
Entire distal interphalangeal joint of second toe,SNOMED CT,361878007,http://purl.bioontology.org/ontology/SNOMEDCT/361878007
Entire proximal interphalangeal joint of third toe,SNOMED CT,361879004,http://purl.bioontology.org/ontology/SNOMEDCT/361879004
Entire distal interphalangeal joint of third toe,SNOMED CT,361880001,http://purl.bioontology.org/ontology/SNOMEDCT/361880001
Entire proximal interphalangeal joint of fourth toe,SNOMED CT,361881002,http://purl.bioontology.org/ontology/SNOMEDCT/361881002
Entire distal interphalangeal joint of fourth toe,SNOMED CT,361882009,http://purl.bioontology.org/ontology/SNOMEDCT/361882009
Entire proximal interphalangeal joint of fifth toe,SNOMED CT,361883004,http://purl.bioontology.org/ontology/SNOMEDCT/361883004
Entire distal interphalangeal joint of fifth toe,SNOMED CT,361884005,http://purl.bioontology.org/ontology/SNOMEDCT/361884005
Entire tendon sheath,SNOMED CT,361885006,http://purl.bioontology.org/ontology/SNOMEDCT/361885006
Entire biceps tendon,SNOMED CT,361886007,http://purl.bioontology.org/ontology/SNOMEDCT/361886007
Entire tendon and tendon sheath of wrist,SNOMED CT,361887003,http://purl.bioontology.org/ontology/SNOMEDCT/361887003
Entire tendon and tendon sheath of hand,SNOMED CT,361888008,http://purl.bioontology.org/ontology/SNOMEDCT/361888008
Entire tendon and tendon sheath of finger,SNOMED CT,361889000,http://purl.bioontology.org/ontology/SNOMEDCT/361889000
Entire fibrous sheath of finger,SNOMED CT,361890009,http://purl.bioontology.org/ontology/SNOMEDCT/361890009
Entire vincula tendinum of tendons of fingers,SNOMED CT,361891008,http://purl.bioontology.org/ontology/SNOMEDCT/361891008
Entire tendon and tendon sheath of hip and lower extremity,SNOMED CT,361892001,http://purl.bioontology.org/ontology/SNOMEDCT/361892001
Entire tendon and tendon sheath of knee,SNOMED CT,361893006,http://purl.bioontology.org/ontology/SNOMEDCT/361893006
Entire tendon and tendon sheath of leg and ankle,SNOMED CT,361894000,http://purl.bioontology.org/ontology/SNOMEDCT/361894000
Entire tendon and tendon sheath of foot,SNOMED CT,361895004,http://purl.bioontology.org/ontology/SNOMEDCT/361895004
Entire fibrous sheath of toe,SNOMED CT,361896003,http://purl.bioontology.org/ontology/SNOMEDCT/361896003
Entire costotransverse ligament,SNOMED CT,361897007,http://purl.bioontology.org/ontology/SNOMEDCT/361897007
Entire ligament of perineum,SNOMED CT,361898002,http://purl.bioontology.org/ontology/SNOMEDCT/361898002
Entire coracoclavicular ligament,SNOMED CT,361899005,http://purl.bioontology.org/ontology/SNOMEDCT/361899005
Entire inguinal ligament,SNOMED CT,361900000,http://purl.bioontology.org/ontology/SNOMEDCT/361900000
Entire sacrotuberal ligament,SNOMED CT,361901001,http://purl.bioontology.org/ontology/SNOMEDCT/361901001
Entire ligament of shoulder and upper extremity,SNOMED CT,361902008,http://purl.bioontology.org/ontology/SNOMEDCT/361902008
Entire ligament of radiocarpal joint,SNOMED CT,361903003,http://purl.bioontology.org/ontology/SNOMEDCT/361903003
Entire medial ligament of talocrural joint,SNOMED CT,361904009,http://purl.bioontology.org/ontology/SNOMEDCT/361904009
Entire temporal fascia,SNOMED CT,361905005,http://purl.bioontology.org/ontology/SNOMEDCT/361905005
Entire cervical fascia,SNOMED CT,361906006,http://purl.bioontology.org/ontology/SNOMEDCT/361906006
Entire superficial inguinal ring,SNOMED CT,361907002,http://purl.bioontology.org/ontology/SNOMEDCT/361907002
Entire transversalis fascia,SNOMED CT,361908007,http://purl.bioontology.org/ontology/SNOMEDCT/361908007
Femoral triangle (surface region),SNOMED CT,361910009,http://purl.bioontology.org/ontology/SNOMEDCT/361910009
Entire fascia lata,SNOMED CT,361911008,http://purl.bioontology.org/ontology/SNOMEDCT/361911008
Entire femoral canal,SNOMED CT,361912001,http://purl.bioontology.org/ontology/SNOMEDCT/361912001
Entire deep perineal space,SNOMED CT,361913006,http://purl.bioontology.org/ontology/SNOMEDCT/361913006
Entire ischiorectal fossa,SNOMED CT,361914000,http://purl.bioontology.org/ontology/SNOMEDCT/361914000
Entire pelvic fascia,SNOMED CT,361915004,http://purl.bioontology.org/ontology/SNOMEDCT/361915004
Entire obturator fascia of pelvis,SNOMED CT,361916003,http://purl.bioontology.org/ontology/SNOMEDCT/361916003
Entire puboprostatic ligament,SNOMED CT,361917007,http://purl.bioontology.org/ontology/SNOMEDCT/361917007
Entire mesothelium,SNOMED CT,361918002,http://purl.bioontology.org/ontology/SNOMEDCT/361918002
Entire connective tissue,SNOMED CT,361919005,http://purl.bioontology.org/ontology/SNOMEDCT/361919005
Entire cartilaginous tissue,SNOMED CT,361921000,http://purl.bioontology.org/ontology/SNOMEDCT/361921000
Entire upper aerodigestive tract,SNOMED CT,361922007,http://purl.bioontology.org/ontology/SNOMEDCT/361922007
Entire olfactory region of nose,SNOMED CT,361924008,http://purl.bioontology.org/ontology/SNOMEDCT/361924008
Entire middle nasal meatus,SNOMED CT,361925009,http://purl.bioontology.org/ontology/SNOMEDCT/361925009
Entire apex of nose,SNOMED CT,361926005,http://purl.bioontology.org/ontology/SNOMEDCT/361926005
Entire bridge of nose,SNOMED CT,361927001,http://purl.bioontology.org/ontology/SNOMEDCT/361927001
Entire greater alar cartilage,SNOMED CT,361928006,http://purl.bioontology.org/ontology/SNOMEDCT/361928006
Entire internal nose,SNOMED CT,361929003,http://purl.bioontology.org/ontology/SNOMEDCT/361929003
Entire columella,SNOMED CT,361930008,http://purl.bioontology.org/ontology/SNOMEDCT/361930008
Entire nasal turbinate,SNOMED CT,361931007,http://purl.bioontology.org/ontology/SNOMEDCT/361931007
Entire inferior nasal turbinate,SNOMED CT,361932000,http://purl.bioontology.org/ontology/SNOMEDCT/361932000
Entire middle nasal turbinate,SNOMED CT,361933005,http://purl.bioontology.org/ontology/SNOMEDCT/361933005
Entire superior nasal turbinate,SNOMED CT,361934004,http://purl.bioontology.org/ontology/SNOMEDCT/361934004
Entire supreme nasal turbinate,SNOMED CT,361935003,http://purl.bioontology.org/ontology/SNOMEDCT/361935003
Entire posterior wall of nasopharynx,SNOMED CT,361936002,http://purl.bioontology.org/ontology/SNOMEDCT/361936002
Entire lateral wall of nasopharynx,SNOMED CT,361937006,http://purl.bioontology.org/ontology/SNOMEDCT/361937006
Entire mucous membrane of nasopharynx,SNOMED CT,361938001,http://purl.bioontology.org/ontology/SNOMEDCT/361938001
Entire nasopharyngeal wall,SNOMED CT,361939009,http://purl.bioontology.org/ontology/SNOMEDCT/361939009
Entire mucous membrane of larynx,SNOMED CT,361940006,http://purl.bioontology.org/ontology/SNOMEDCT/361940006
Entire submucosa of larynx,SNOMED CT,361941005,http://purl.bioontology.org/ontology/SNOMEDCT/361941005
Entire fibroelastic membrane of larynx,SNOMED CT,361942003,http://purl.bioontology.org/ontology/SNOMEDCT/361942003
Entire thyrohyoid membrane,SNOMED CT,361943008,http://purl.bioontology.org/ontology/SNOMEDCT/361943008
Entire cricothyroid articulation,SNOMED CT,361944002,http://purl.bioontology.org/ontology/SNOMEDCT/361944002
Entire cricoarytenoid articulation,SNOMED CT,361945001,http://purl.bioontology.org/ontology/SNOMEDCT/361945001
Entire superior laryngeal aperture,SNOMED CT,361946000,http://purl.bioontology.org/ontology/SNOMEDCT/361946000
Entire ventricular fold of larynx,SNOMED CT,361947009,http://purl.bioontology.org/ontology/SNOMEDCT/361947009
Entire vestibule of larynx,SNOMED CT,361948004,http://purl.bioontology.org/ontology/SNOMEDCT/361948004
Entire ventricle of larynx,SNOMED CT,361949007,http://purl.bioontology.org/ontology/SNOMEDCT/361949007
Entire right vocal cord,SNOMED CT,361950007,http://purl.bioontology.org/ontology/SNOMEDCT/361950007
Entire left vocal cord,SNOMED CT,361951006,http://purl.bioontology.org/ontology/SNOMEDCT/361951006
Entire rima glottidis,SNOMED CT,361952004,http://purl.bioontology.org/ontology/SNOMEDCT/361952004
Entire supraglottis,SNOMED CT,361953009,http://purl.bioontology.org/ontology/SNOMEDCT/361953009
Entire tracheal bifurcation,SNOMED CT,361954003,http://purl.bioontology.org/ontology/SNOMEDCT/361954003
Entire right main bronchus,SNOMED CT,361955002,http://purl.bioontology.org/ontology/SNOMEDCT/361955002
Entire bronchus of right upper lobe,SNOMED CT,361956001,http://purl.bioontology.org/ontology/SNOMEDCT/361956001
Entire bronchus of right middle lobe,SNOMED CT,361957005,http://purl.bioontology.org/ontology/SNOMEDCT/361957005
Entire bronchus of right lower lobe,SNOMED CT,361958000,http://purl.bioontology.org/ontology/SNOMEDCT/361958000
Entire left main bronchus,SNOMED CT,361959008,http://purl.bioontology.org/ontology/SNOMEDCT/361959008
Entire bronchus of left upper lobe,SNOMED CT,361960003,http://purl.bioontology.org/ontology/SNOMEDCT/361960003
Entire bronchus of left lower lobe,SNOMED CT,361961004,http://purl.bioontology.org/ontology/SNOMEDCT/361961004
Entire bronchiole,SNOMED CT,361962006,http://purl.bioontology.org/ontology/SNOMEDCT/361962006
Entire medial surface of lung,SNOMED CT,361963001,http://purl.bioontology.org/ontology/SNOMEDCT/361963001
Entire alveolar sac of lung,SNOMED CT,361964007,http://purl.bioontology.org/ontology/SNOMEDCT/361964007
Entire alveolar wall,SNOMED CT,361965008,http://purl.bioontology.org/ontology/SNOMEDCT/361965008
Entire bronchopulmonary segment,SNOMED CT,361966009,http://purl.bioontology.org/ontology/SNOMEDCT/361966009
Entire hilum of right lung,SNOMED CT,361968005,http://purl.bioontology.org/ontology/SNOMEDCT/361968005
Entire right upper lobe of lung,SNOMED CT,361969002,http://purl.bioontology.org/ontology/SNOMEDCT/361969002
Entire apical segment of right upper lobe of lung,SNOMED CT,361970001,http://purl.bioontology.org/ontology/SNOMEDCT/361970001
Entire posterior segment of right upper lobe of lung,SNOMED CT,361971002,http://purl.bioontology.org/ontology/SNOMEDCT/361971002
Entire anterior segment of right upper lobe of lung,SNOMED CT,361972009,http://purl.bioontology.org/ontology/SNOMEDCT/361972009
Entire right middle lobe of lung,SNOMED CT,361973004,http://purl.bioontology.org/ontology/SNOMEDCT/361973004
Entire lateral segment of right middle lobe of lung,SNOMED CT,361974005,http://purl.bioontology.org/ontology/SNOMEDCT/361974005
Entire medial segment of right middle lobe of lung,SNOMED CT,361975006,http://purl.bioontology.org/ontology/SNOMEDCT/361975006
Entire right lower lobe of lung,SNOMED CT,361976007,http://purl.bioontology.org/ontology/SNOMEDCT/361976007
Entire apical segment of right lower lobe of lung,SNOMED CT,361977003,http://purl.bioontology.org/ontology/SNOMEDCT/361977003
Entire anterior basal segment of right lower lobe of lung,SNOMED CT,361978008,http://purl.bioontology.org/ontology/SNOMEDCT/361978008
Entire lateral basal segment of right lower lobe of lung,SNOMED CT,361979000,http://purl.bioontology.org/ontology/SNOMEDCT/361979000
Entire posterior basal segment of right lower lobe of lung,SNOMED CT,361980002,http://purl.bioontology.org/ontology/SNOMEDCT/361980002
Entire subapical segment of right lower lobe of lung,SNOMED CT,361981003,http://purl.bioontology.org/ontology/SNOMEDCT/361981003
Entire hilum of left lung,SNOMED CT,361983000,http://purl.bioontology.org/ontology/SNOMEDCT/361983000
Entire left upper lobe of lung,SNOMED CT,361984006,http://purl.bioontology.org/ontology/SNOMEDCT/361984006
Entire apicoposterior segment of upper division of left upper lobe of lung,SNOMED CT,361985007,http://purl.bioontology.org/ontology/SNOMEDCT/361985007
Entire anterior segment of upper division of left upper lobe of lung,SNOMED CT,361986008,http://purl.bioontology.org/ontology/SNOMEDCT/361986008
Entire superior segment of lower division of left upper lobe of lung,SNOMED CT,361987004,http://purl.bioontology.org/ontology/SNOMEDCT/361987004
Entire inferior segment of lower division of left upper lobe of lung,SNOMED CT,361988009,http://purl.bioontology.org/ontology/SNOMEDCT/361988009
Entire left lower lobe of lung,SNOMED CT,361989001,http://purl.bioontology.org/ontology/SNOMEDCT/361989001
Entire superior segment of left lower lobe of lung,SNOMED CT,361990005,http://purl.bioontology.org/ontology/SNOMEDCT/361990005
Entire anterior basal segment of left lower lobe of lung,SNOMED CT,361991009,http://purl.bioontology.org/ontology/SNOMEDCT/361991009
Entire lateral basal segment of left lower lobe of lung,SNOMED CT,361992002,http://purl.bioontology.org/ontology/SNOMEDCT/361992002
Entire posterior basal segment of left lower lobe of lung,SNOMED CT,361993007,http://purl.bioontology.org/ontology/SNOMEDCT/361993007
Entire medial basal segment of left lower lobe of lung,SNOMED CT,361994001,http://purl.bioontology.org/ontology/SNOMEDCT/361994001
Entire subapical segment of left lower lobe of lung,SNOMED CT,361995000,http://purl.bioontology.org/ontology/SNOMEDCT/361995000
Entire visceral pleura,SNOMED CT,361997008,http://purl.bioontology.org/ontology/SNOMEDCT/361997008
Entire parietal pleura,SNOMED CT,361998003,http://purl.bioontology.org/ontology/SNOMEDCT/361998003
Entire pleural cavity,SNOMED CT,361999006,http://purl.bioontology.org/ontology/SNOMEDCT/361999006
Entire right pleura,SNOMED CT,362000000,http://purl.bioontology.org/ontology/SNOMEDCT/362000000
