"classid","label","synonyms"
"http://who.int/icf#e5709","e5709. Social security services, systems and policies, unspecified","Social security services, systems and policies, unspecified"
"http://who.int/icf#s5800","s5800. Pituitary gland","Pituitary gland"
"http://who.int/icf#s5801","s5801. Thyroid gland","Thyroid gland"
"http://who.int/icf#s5802","s5802. Parathyroid gland","Parathyroid gland"
"http://who.int/icf#s1201","s1201. Spinal nerves","Spinal nerves"
"http://who.int/icf#e520","e520. Open space planning services, systems and policies","Open space planning services, systems and policies"
"http://who.int/icf#s1200","s1200. Structure of spinal cord","Structure of spinal cord"
"http://who.int/icf#s73010","s73010. Bones of forearm","Bones of forearm"
"http://who.int/icf#s73011","s73011. Wrist joint","Wrist joint"
"http://who.int/icf#s73012","s73012. Muscles of forearm","Muscles of forearm"
"http://who.int/icf#s73013","s73013. Ligaments and fasciae of forearm","Ligaments and fasciae of forearm"
"http://who.int/icf#e5950","e5950. Political services","Political services"
"http://who.int/icf#e2201","e2201. Animals","Animals"
"http://who.int/icf#e2200","e2200. Plants","Plants"
"http://who.int/icf#e5951","e5951. Political systems","Political systems"
"http://who.int/icf#e5952","e5952. Political policy","Political policy"
"http://who.int/icf#e415","e415. Individual attitudes of extended family members","Individual attitudes of extended family members"
"http://who.int/icf#e5958","e5958. Political services, systems and policies, other specified","Political services, systems and policies, other specified"
"http://who.int/icf#e2209","e2209. Fauna and flora, unspecified","Fauna and flora, unspecified"
"http://who.int/icf#e2208","e2208. Fauna and flora, other specified","Fauna and flora, other specified"
"http://who.int/icf#e5959","e5959. Political services, systems and policies, unspecified","Political services, systems and policies, unspecified"
"http://who.int/icf#e535","e535. Communication services, systems and policies","Communication services, systems and policies"
"http://who.int/icf#s2501","s2501. Eustachian canal","Eustachian canal"
"http://who.int/icf#s2502","s2502. Ossicles","Ossicles"
"http://who.int/icf#e530","e530. Utilities services, systems and policies","Utilities services, systems and policies"
"http://who.int/icf#s73008","s73008. Structure of upper arm, other specified","Structure of upper arm, other specified"
"http://who.int/icf#e410","e410. Individual attitudes of immediate family members","Individual attitudes of immediate family members"
"http://who.int/icf#s2500","s2500. Tympanic membrane","Tympanic membrane"
"http://who.int/icf#s73009","s73009. Structure of upper arm, unspecified","Structure of upper arm, unspecified"
"http://who.int/icf#s810","s810. Structure of areas of skin","Structure of areas of skin"
"http://who.int/icf#s2509","s2509. Structure of middle ear, unspecified","Structure of middle ear, unspecified"
"http://who.int/icf#s73020","s73020. Bones of hand","Bones of hand"
"http://who.int/icf#s73021","s73021. Joints of hand and fingers","Joints of hand and fingers"
"http://who.int/icf#s73022","s73022. Muscles of hand","Muscles of hand"
"http://who.int/icf#s2508","s2508. Structure of middle ear, other specified","Structure of middle ear, other specified"
"http://who.int/icf#s73023","s73023. Ligaments and fasciae of hand","Ligaments and fasciae of hand"
"http://who.int/icf#e2450","e2450. Day/night cycles","Day/night cycles"
"http://who.int/icf#e2451","e2451. Lunar cycles","Lunar cycles"
"http://who.int/icf#e5601","e5601. Media systems","Media systems"
"http://who.int/icf#e5602","e5602. Media policies","Media policies"
"http://who.int/icf#e5600","e5600. Media services","Media services"
"http://who.int/icf#e2458","e2458. Time-related changes, other specified","Time-related changes, other specified"
"http://who.int/icf#e2459","e2459. Time-related changes, unspecified","Time-related changes, unspecified"
"http://who.int/icf#e5609","e5609. Media services, systems and policies, unspecified","Media services, systems and policies, unspecified"
"http://who.int/icf#e545","e545. Civil protection services, systems and policies","Civil protection services, systems and policies"
"http://who.int/icf#e425","e425. Individual attitudes of acquaintances, peers, colleagues, neighbours and community members","Individual attitudes of acquaintances, peers, colleagues, neighbours and community members"
"http://who.int/icf#e5608","e5608. Media services, systems and policies, other specified","Media services, systems and policies, other specified"
"http://who.int/icf#e540","e540. Transportation services, systems and policies","Transportation services, systems and policies"
"http://who.int/icf#s73018","s73018. Structure of forearm, other specified","Structure of forearm, other specified"
"http://who.int/icf#e420","e420. Individual attitudes of friends","Individual attitudes of friends"
"http://who.int/icf#s73019","s73019. Structure of forearm, unspecified","Structure of forearm, unspecified"
"http://who.int/icf#s75012","s75012. Muscles of lower leg","Muscles of lower leg"
"http://who.int/icf#s75011","s75011. Knee joint","Knee joint"
"http://who.int/icf#s75013","s75013. Ligaments and fasciae of lower leg","Ligaments and fasciae of lower leg"
"http://who.int/icf#s75018","s75018. Structure of lower leg, other specified","Structure of lower leg, other specified"
"http://who.int/icf#e5850","e5850. Education and training services","Education and training services"
"http://who.int/icf#e5851","e5851. Education and training systems","Education and training systems"
"http://who.int/icf#e5852","e5852. Education and training policies","Education and training policies"
"http://who.int/icf#s75010","s75010. Bones of lower leg","Bones of lower leg"
"http://who.int/icf#e5858","e5858. Education and training services, systems and policies, other specified","Education and training services, systems and policies, other specified"
"http://who.int/icf#e5859","e5859. Education and training services, systems and policies, unspecified","Education and training services, systems and policies, unspecified"
"http://who.int/icf#s63032","s63032. Labia minora","Labia minora"
"http://who.int/icf#s63033","s63033. Vaginal canal","Vaginal canal"
"http://who.int/icf#s41000","s41000. Atria","Atria"
"http://who.int/icf#s41001","s41001. Ventricles","Ventricles"
"http://who.int/icf#s2600","s2600. Cochlea","Cochlea"
"http://who.int/icf#s75009","s75009. Structure of thigh, unspecified","Structure of thigh, unspecified"
"http://who.int/icf#s2601","s2601. Vestibular labyrinth","Vestibular labyrinth"
"http://who.int/icf#s75008","s75008. Structure of thigh, other specified","Structure of thigh, other specified"
"http://who.int/icf#s63030","s63030. Clitoris","Clitoris"
"http://who.int/icf#s63031","s63031. Labia majora","Labia majora"
"http://who.int/icf#s2608","s2608. Structure of inner ear, other specified","Structure of inner ear, other specified"
"http://who.int/icf#s75023","s75023. Ligaments and fasciae of ankle and foot","Ligaments and fasciae of ankle and foot"
"http://who.int/icf#s2609","s2609. Structure of inner ear, unspecified","Structure of inner ear, unspecified"
"http://who.int/icf#s75022","s75022. Muscles of ankle and foot","Muscles of ankle and foot"
"http://who.int/icf#s2602","s2602. Semicircular canals","Semicircular canals"
"http://who.int/icf#s75029","s75029. Structure of ankle and foot, unspecified","Structure of ankle and foot, unspecified"
"http://who.int/icf#s2603","s2603. Internal auditory meatus","Internal auditory meatus"
"http://who.int/icf#s75028","s75028. Structure of ankle and foot, other specified","Structure of ankle and foot, other specified"
"http://who.int/icf#e5502","e5502. Legal policies","Legal policies"
"http://who.int/icf#e5500","e5500. Legal services","Legal services"
"http://who.int/icf#s75021","s75021. Ankle joint and joints of foot and toes","Ankle joint and joints of foot and toes"
"http://who.int/icf#e5501","e5501. Legal systems","Legal systems"
"http://who.int/icf#s75020","s75020. Bones of ankle and foot","Bones of ankle and foot"
"http://who.int/icf#e5508","e5508. Legal services, systems and policies, other specified","Legal services, systems and policies, other specified"
"http://who.int/icf#e5509","e5509. Legal services, systems and policies, unspecified","Legal services, systems and policies, unspecified"
"http://who.int/icf#s75019","s75019. Structure of lower leg, unspecified","Structure of lower leg, unspecified"
"http://who.int/icf#e5751","e5751. General social support systems","General social support systems"
"http://who.int/icf#e5752","e5752. General social support policies","General social support policies"
"http://who.int/icf#e5750","e5750. General social support services","General social support services"
"http://who.int/icf#e5759","e5759. General social support services, systems and policies, unspecified","General social support services, systems and policies, unspecified"
"http://who.int/icf#s63012","s63012. Fallopian tubes","Fallopian tubes"
"http://who.int/icf#s63010","s63010. Body of uterus","Body of uterus"
"http://who.int/icf#e5758","e5758. General social support services, systems and policies, other specified","General social support services, systems and policies, other specified"
"http://who.int/icf#s63011","s63011. Cervix","Cervix"
"http://who.int/icf#s75001","s75001. Hip joint","Hip joint"
"http://who.int/icf#s75000","s75000. Bones of thigh","Bones of thigh"
"http://who.int/icf#s75003","s75003. Ligaments and fasciae of thigh","Ligaments and fasciae of thigh"
"http://who.int/icf#s75002","s75002. Muscles of thigh","Muscles of thigh"
"http://who.int/icf#e2250","e2250. Temperature","Temperature"
"http://who.int/icf#e2252","e2252. Atmospheric pressure","Atmospheric pressure"
"http://who.int/icf#e2251","e2251. Humidity","Humidity"
"http://who.int/icf#e5400","e5400. Transportation services","Transportation services"
"http://who.int/icf#e2254","e2254. Wind","Wind"
"http://who.int/icf#s63018","s63018. Structure of uterus, other specified","Structure of uterus, other specified"
"http://who.int/icf#e2253","e2253. Precipitation","Precipitation"
"http://who.int/icf#s63019","s63019. Structure of uterus, unspecified","Structure of uterus, unspecified"
"http://who.int/icf#s41008","s41008. Structure of heart, other specified","Structure of heart, other specified"
"http://who.int/icf#e2255","e2255. Seasonal variation","Seasonal variation"
"http://who.int/icf#e2258","e2258. Climate, other specified","Climate, other specified"
"http://who.int/icf#e5401","e5401. Transportation systems","Transportation systems"
"http://who.int/icf#e5402","e5402. Transportation policies","Transportation policies"
"http://who.int/icf#s41009","s41009. Structure of heart, unspecified","Structure of heart, unspecified"
"http://who.int/icf#e2259","e2259. Climate, unspecified","Climate, unspecified"
"http://who.int/icf#e5408","e5408. Transportation services, systems and policies, other specified","Transportation services, systems and policies, other specified"
"http://who.int/icf#e5409","e5409. Transportation services, systems and policies, unspecified","Transportation services, systems and policies, unspecified"
"http://who.int/icf#s8105","s8105. Skin of trunk and back","Skin of trunk and back"
"http://who.int/icf#s8108","s8108. Structure of areas of skin, other specified","Structure of areas of skin, other specified"
"http://who.int/icf#e235","e235. Human-caused events","Human-caused events"
"http://who.int/icf#e598","e598. Services, systems and policies, other specified","Services, systems and policies, other specified"
"http://who.int/icf#e599","e599. Services, systems and policies, unspecified","Services, systems and policies, unspecified"
"http://who.int/icf#s8109","s8109. Structure of areas of skin, unspecified","Structure of areas of skin, unspecified"
"http://who.int/icf#e595","e595. Political services, systems and policies","Political services, systems and policies"
"http://who.int/icf#s510","s510. Structure of salivary glands","Structure of salivary glands"
"http://who.int/icf#s630","s630. Structure of reproductive system","Structure of reproductive system"
"http://who.int/icf#s8100","s8100. Skin of head and neck region","Skin of head and neck region"
"http://who.int/icf#e355","e355. Health professionals","Health professionals"
"http://who.int/icf#s750","s750. Structure of lower extremity","Structure of lower extremity"
"http://who.int/icf#e590","e590. Labour and employment services, systems and policies","Labour and employment services, systems and policies"
"http://who.int/icf#s8102","s8102. Skin of upper extremity","Skin of upper extremity"
"http://who.int/icf#s8101","s8101. Skin of shoulder region","Skin of shoulder region"
"http://who.int/icf#e350","e350. Domesticated animals","Domesticated animals"
"http://who.int/icf#s8104","s8104. Skin of lower extremity","Skin of lower extremity"
"http://who.int/icf#e230","e230. Natural events","Natural events"
"http://who.int/icf#s8103","s8103. Skin of pelvic region","Skin of pelvic region"
"http://who.int/icf#s","s. BODY STRUCTURES","BODY STRUCTURES"
"http://who.int/icf#s620","s620. Structure of pelvic floor","Structure of pelvic floor"
"http://who.int/icf#s740","s740. Structure of pelvic region","Structure of pelvic region"
"http://who.int/icf#e245","e245. Time-related changes","Time-related changes"
"http://who.int/icf#e360","e360. Other professionals","Other professionals"
"http://who.int/icf#e240","e240. Light","Light"
"http://who.int/icf#e2601","e2601. Outdoor air quality","Outdoor air quality"
"http://who.int/icf#e2600","e2600. Indoor air quality","Indoor air quality"
"http://who.int/icf#e499","e499. Attitudes, unspecified","Attitudes, unspecified"
"http://who.int/icf#s8209","s8209. Structure of skin glands, unspecified","Structure of skin glands, unspecified"
"http://who.int/icf#s770","s770. Additional musculoskeletal structures related to movement","Additional musculoskeletal structures related to movement"
"http://who.int/icf#s8208","s8208. Structure of skin glands, other specified","Structure of skin glands, other specified"
"http://who.int/icf#e2609","e2609. Air quality, unspecified","Air quality, unspecified"
"http://who.int/icf#e2608","e2608. Air quality, other specified","Air quality, other specified"
"http://who.int/icf#e255","e255. Vibration","Vibration"
"http://who.int/icf#s410","s410. Structure of cardiovascular system","Structure of cardiovascular system"
"http://who.int/icf#e498","e498. Attitudes, other specified","Attitudes, other specified"
"http://who.int/icf#s530","s530. Structure of stomach","Structure of stomach"
"http://who.int/icf#s8201","s8201. Sebaceous glands","Sebaceous glands"
"http://who.int/icf#e250","e250. Sound","Sound"
"http://who.int/icf#s8200","s8200. Sweat glands","Sweat glands"
"http://who.int/icf#s899","s899. Skin and related structures,  unspecified","Skin and related structures,  unspecified"
"http://who.int/icf#s898","s898. Skin and related structures, other specified","Skin and related structures, other specified"
"http://who.int/icf#s760","s760. Structure of trunk","Structure of trunk"
"http://who.int/icf#s520","s520. Structure of oesophagus","Structure of oesophagus"
"http://who.int/icf#e260","e260. Air quality","Air quality"
"http://who.int/icf#e3","e3. CHAPTER 3  SUPPORT AND RELATIONSHIPS","SUPPORT AND RELATIONSHIPS"
"http://who.int/icf#e5","e5. CHAPTER 5  SERVICES, SYSTEMS AND POLICIES","SERVICES, SYSTEMS AND POLICIES"
"http://who.int/icf#e4","e4. CHAPTER 4  ATTITUDES","ATTITUDES"
"http://who.int/icf#e2500","e2500. Sound intensity","Sound intensity"
"http://who.int/icf#e2501","e2501. Sound quality","Sound quality"
"http://who.int/icf#s8308","s8308. Structure of nails, other specified","Structure of nails, other specified"
"http://who.int/icf#e555","e555. Associations and organizational services, systems and policies","Associations and organizational services, systems and policies"
"http://who.int/icf#e2508","e2508. Sound, other specified","Sound, other specified"
"http://who.int/icf#e435","e435. Individual attitudes of people in subordinate positions","Individual attitudes of people in subordinate positions"
"http://who.int/icf#e315","e315. Extended family","Extended family"
"http://who.int/icf#s8309","s8309. Structure of nails, unspecified","Structure of nails, unspecified"
"http://who.int/icf#e550","e550. Legal services, systems and policies","Legal services, systems and policies"
"http://who.int/icf#s830","s830. Structure of nails","Structure of nails"
"http://who.int/icf#e2509","e2509. Sound, unspecified","Sound, unspecified"
"http://who.int/icf#e430","e430. Individual attitudes of people in positions of authority","Individual attitudes of people in positions of authority"
"http://who.int/icf#e310","e310. Immediate family","Immediate family"
"http://who.int/icf#s8300","s8300. Finger nails","Finger nails"
"http://who.int/icf#s710","s710. Structure of head and neck region","Structure of head and neck region"
"http://who.int/icf#s8301","s8301. Toe nails","Toe nails"
"http://who.int/icf#s73000","s73000. Bones of upper arm","Bones of upper arm"
"http://who.int/icf#s73001","s73001. Elbow joint","Elbow joint"
"http://who.int/icf#s73002","s73002. Muscles of upper arm","Muscles of upper arm"
"http://who.int/icf#s73003","s73003. Ligaments and fasciae of upper arm","Ligaments and fasciae of upper arm"
"http://who.int/icf#e5902","e5902. Labour and employment policies","Labour and employment policies"
"http://who.int/icf#s7105","s7105. Ligaments and fasciae of head and neck region","Ligaments and fasciae of head and neck region"
"http://who.int/icf#s7104","s7104. Muscles of head and neck region","Muscles of head and neck region"
"http://who.int/icf#e5900","e5900. Labour and employment services","Labour and employment services"
"http://who.int/icf#e5901","e5901. Labour and employment systems","Labour and employment systems"
"http://who.int/icf#e565","e565. Economic services, systems and policies","Economic services, systems and policies"
"http://who.int/icf#s7109","s7109. Structure of head and neck region, unspecified","Structure of head and neck region, unspecified"
"http://who.int/icf#e445","e445. Individual attitudes of strangers","Individual attitudes of strangers"
"http://who.int/icf#s7108","s7108. Structure of head and neck region,  other specified","Structure of head and neck region,  other specified"
"http://who.int/icf#e325","e325. Acquaintances, peers, colleagues, neighbours and community members","Acquaintances, peers, colleagues, neighbours and community members"
"http://who.int/icf#e440","e440. Individual attitudes of personal care providers and personal assistants","Individual attitudes of personal care providers and personal assistants"
"http://who.int/icf#e320","e320. Friends","Friends"
"http://who.int/icf#e5908","e5908. Labour and employment services, systems and policies, other specified","Labour and employment services, systems and policies, other specified"
"http://who.int/icf#e5909","e5909. Labour and employment services, systems and policies, unspecified","Labour and employment services, systems and policies, unspecified"
"http://who.int/icf#s7101","s7101. Bones of face","Bones of face"
"http://who.int/icf#s7100","s7100. Bones of cranium","Bones of cranium"
"http://who.int/icf#s7103","s7103. Joints of head and neck region","Joints of head and neck region"
"http://who.int/icf#e560","e560. Media services, systems and policies","Media services, systems and policies"
"http://who.int/icf#s7102","s7102. Bones of neck region","Bones of neck region"
"http://who.int/icf#s820","s820. Structure of skin glands","Structure of skin glands"
"http://who.int/icf#e2401","e2401. Light quality","Light quality"
"http://who.int/icf#e2400","e2400. Light intensity","Light intensity"
"http://who.int/icf#s6103","s6103. Urethra","Urethra"
"http://who.int/icf#e455","e455. Individual attitudes of health-related professionals","Individual attitudes of health-related professionals"
"http://who.int/icf#e335","e335. People in subordinate positions","People in subordinate positions"
"http://who.int/icf#s6108","s6108. Structure of urinary system, other specified","Structure of urinary system, other specified"
"http://who.int/icf#e215","e215. Population","Population"
"http://who.int/icf#e2409","e2409. Light, unspecified","Light, unspecified"
"http://who.int/icf#s6109","s6109. Structure of urinary system, unspecified","Structure of urinary system, unspecified"
"http://who.int/icf#e2408","e2408. Light, other specified","Light, other specified"
"http://who.int/icf#e330","e330. People in positions of authority","People in positions of authority"
"http://who.int/icf#s610","s610. Structure of urinary system","Structure of urinary system"
"http://who.int/icf#s730","s730. Structure of upper extremity","Structure of upper extremity"
"http://who.int/icf#e575","e575. General social support services, systems and policies","General social support services, systems and policies"
"http://who.int/icf#s6100","s6100. Kidney","Kidney"
"http://who.int/icf#e570","e570. Social security services, systems and policies","Social security services, systems and policies"
"http://who.int/icf#s6101","s6101. Ureters","Ureters"
"http://who.int/icf#e450","e450. Individual attitudes of health professionals","Individual attitudes of health professionals"
"http://who.int/icf#s6102","s6102. Urinary bladder","Urinary bladder"
"http://who.int/icf#e5800","e5800. Health services","Health services"
"http://who.int/icf#s7203","s7203. Ligaments and fasciae of shoulder region","Ligaments and fasciae of shoulder region"
"http://who.int/icf#e5801","e5801. Health systems","Health systems"
"http://who.int/icf#e5802","e5802. Health policies","Health policies"
"http://who.int/icf#e345","e345. Strangers","Strangers"
"http://who.int/icf#s7208","s7208. Structure of shoulder region, other specified","Structure of shoulder region, other specified"
"http://who.int/icf#e225","e225. Climate","Climate"
"http://who.int/icf#e5808","e5808. Health services, systems and policies, other specified","Health services, systems and policies, other specified"
"http://who.int/icf#s7209","s7209. Structure of shoulder region, unspecified","Structure of shoulder region, unspecified"
"http://who.int/icf#e220","e220. Flora and fauna","Flora and fauna"
"http://who.int/icf#s720","s720. Structure of shoulder region","Structure of shoulder region"
"http://who.int/icf#s840","s840. Structure of hair","Structure of hair"
"http://who.int/icf#e5809","e5809. Health services, systems and policies, unspecified","Health services, systems and policies, unspecified"
"http://who.int/icf#e585","e585. Education and training services, systems and policies","Education and training services, systems and policies"
"http://who.int/icf#e465","e465. Social norms, practices and ideologies","Social norms, practices and ideologies"
"http://who.int/icf#s7200","s7200. Bones of shoulder region","Bones of shoulder region"
"http://who.int/icf#e580","e580. Health services, systems and policies","Health services, systems and policies"
"http://who.int/icf#e460","e460. Societal attitudes","Societal attitudes"
"http://who.int/icf#s7202","s7202. Muscles of shoulder region","Muscles of shoulder region"
"http://who.int/icf#e340","e340. Personal care providers and personal assistants","Personal care providers and personal assistants"
"http://who.int/icf#s7201","s7201. Joints of shoulder region","Joints of shoulder region"
"http://who.int/icf#e5252","e5252. Housing policies","Housing policies"
"http://who.int/icf#e5250","e5250. Housing services","Housing services"
"http://who.int/icf#e5251","e5251. Housing systems","Housing systems"
"http://who.int/icf#s7409","s7409. Structure of pelvic region, unspecified","Structure of pelvic region, unspecified"
"http://who.int/icf#s32041","s32041. Lower lip","Lower lip"
"http://who.int/icf#s32040","s32040. Upper lip","Upper lip"
"http://who.int/icf#e5258","e5258. Housing services, systems and policies, other specified","Housing services, systems and policies, other specified"
"http://who.int/icf#e5259","e5259. Housing services, systems and policies, unspecified","Housing services, systems and policies, unspecified"
"http://who.int/icf#s110","s110. Structure of brain","Structure of brain"
"http://who.int/icf#s230","s230. Structures around eye","Structures around eye"
"http://who.int/icf#s599","s599. Structures related to the digestive, metabolic and endocrine systems, unspecified","Structures related to the digestive, metabolic and endocrine systems, unspecified"
"http://who.int/icf#s598","s598. Structures related to the digestive, metabolic and endocrine systems, other specified","Structures related to the digestive, metabolic and endocrine systems, other specified"
"http://who.int/icf#s580","s580. Structure of endocrine glands","Structure of endocrine glands"
"http://who.int/icf#s7302","s7302. Structure of hand","Structure of hand"
"http://who.int/icf#s11000","s11000. Frontal lobe","Frontal lobe"
"http://who.int/icf#s11001","s11001. Temporal lobe","Temporal lobe"
"http://who.int/icf#s220","s220. Structure of eyeball","Structure of eyeball"
"http://who.int/icf#s340","s340. Structure of larynx","Structure of larynx"
"http://who.int/icf#s7309","s7309. Structure of upper extremity, unspecified","Structure of upper extremity, unspecified"
"http://who.int/icf#s7308","s7308. Structure of upper extremity, other specified","Structure of upper extremity, other specified"
"http://who.int/icf#s11002","s11002. Parietal lobe","Parietal lobe"
"http://who.int/icf#s11003","s11003. Occipital lobe","Occipital lobe"
"http://who.int/icf#s11008","s11008. Structure of cortical lobes, other specified","Structure of cortical lobes, other specified"
"http://who.int/icf#s11009","s11009. Structure of cortical lobes, unspecified","Structure of cortical lobes, unspecified"
"http://who.int/icf#s7301","s7301. Structure of forearm","Structure of forearm"
"http://who.int/icf#s7300","s7300. Structure of upper arm","Structure of upper arm"
"http://who.int/icf#e5150","e5150. Architecture and construction services","Architecture and construction services"
"http://who.int/icf#e5151","e5151. Architecture and construction systems","Architecture and construction systems"
"http://who.int/icf#e5152","e5152. Architecture and construction policies","Architecture and construction policies"
"http://who.int/icf#s7509","s7509. Structure of lower extremity, unspecified","Structure of lower extremity, unspecified"
"http://who.int/icf#e5158","e5158. Architecture and construction services, systems and policies, other specified","Architecture and construction services, systems and policies, other specified"
"http://who.int/icf#s7508","s7508. Structure of lower extremity, other specified","Structure of lower extremity, other specified"
"http://who.int/icf#e5159","e5159. Architecture and construction services, systems and policies, unspecified","Architecture and construction services, systems and policies, unspecified"
"http://who.int/icf#s250","s250. Structure of middle ear","Structure of middle ear"
"http://who.int/icf#s6301","s6301. Structure of uterus","Structure of uterus"
"http://who.int/icf#s6302","s6302. Breast and nipple","Breast and nipple"
"http://who.int/icf#s6303","s6303. Structure of vagina and external genitalia","Structure of vagina and external genitalia"
"http://who.int/icf#s6304","s6304. Testes","Testes"
"http://who.int/icf#s6305","s6305. Structure of the penis","Structure of the penis"
"http://who.int/icf#s6306","s6306. Prostate","Prostate"
"http://who.int/icf#s130","s130. Structure of meninges","Structure of meninges"
"http://who.int/icf#s6308","s6308. Structures of reproductive system, other specified","Structures of reproductive system, other specified"
"http://who.int/icf#s499","s499. Structures of the cardiovascular, immunological and respiratory systems, unspecified","Structures of the cardiovascular, immunological and respiratory systems, unspecified"
"http://who.int/icf#s498","s498. Structures of the cardiovascular, immunological and respiratory systems, other specified","Structures of the cardiovascular, immunological and respiratory systems, other specified"
"http://who.int/icf#s6300","s6300. Ovaries","Ovaries"
"http://who.int/icf#s6309","s6309. Structures of reproductive system, unspecified","Structures of reproductive system, unspecified"
"http://who.int/icf#s7402","s7402. Muscles of pelvic region","Muscles of pelvic region"
"http://who.int/icf#s7401","s7401. Joints of pelvic region","Joints of pelvic region"
"http://who.int/icf#s7403","s7403. Ligaments and fasciae of pelvic region","Ligaments and fasciae of pelvic region"
"http://who.int/icf#s120","s120. Spinal cord and related structures","Spinal cord and related structures"
"http://who.int/icf#s7408","s7408. Structure of pelvic region, other specified","Structure of pelvic region, other specified"
"http://who.int/icf#s240","s240. Structure of external ear","Structure of external ear"
"http://who.int/icf#s7400","s7400. Bones of pelvic region","Bones of pelvic region"
"http://who.int/icf#s7608","s7608. Structure of trunk, other specified","Structure of trunk, other specified"
"http://who.int/icf#s7609","s7609. Structure of trunk, unspecified","Structure of trunk, unspecified"
"http://who.int/icf#s4100","s4100. Heart","Heart"
"http://who.int/icf#s12002","s12002. Lumbosacral spinal cord","Lumbosacral spinal cord"
"http://who.int/icf#s430","s430. Structure of respiratory system","Structure of respiratory system"
"http://who.int/icf#s12001","s12001. Thoracic spinal cord","Thoracic spinal cord"
"http://who.int/icf#s550","s550. Structure of pancreas","Structure of pancreas"
"http://who.int/icf#s12000","s12000. Cervical spinal cord","Cervical spinal cord"
"http://who.int/icf#s4108","s4108. Structure of cardiovascular system, other specified","Structure of cardiovascular system, other specified"
"http://who.int/icf#e398","e398. Support and relationships, other specified","Support and relationships, other specified"
"http://who.int/icf#e399","e399. Support and relationships, unspecified","Support and relationships, unspecified"
"http://who.int/icf#s12003","s12003. Cauda equina","Cauda equina"
"http://who.int/icf#s310","s310. Structure of nose","Structure of nose"
"http://who.int/icf#s12009","s12009. Structure of spinal cord, unspecified","Structure of spinal cord, unspecified"
"http://who.int/icf#s4103","s4103. Capillaries","Capillaries"
"http://who.int/icf#s12008","s12008. Structure of spinal cord, other specified","Structure of spinal cord, other specified"
"http://who.int/icf#s4102","s4102. Veins","Veins"
"http://who.int/icf#s799","s799. Structures related to movement, unspecified","Structures related to movement, unspecified"
"http://who.int/icf#s4101","s4101. Arteries","Arteries"
"http://who.int/icf#s798","s798. Structures related to movement, other specified","Structures related to movement, other specified"
"http://who.int/icf#s4109","s4109. Structure of cardiovascular system, unspecified","Structure of cardiovascular system, unspecified"
"http://who.int/icf#s7501","s7501. Structure of lower leg","Structure of lower leg"
"http://who.int/icf#s7500","s7500. Structure of thigh","Structure of thigh"
"http://who.int/icf#s7502","s7502. Structure of ankle and foot","Structure of ankle and foot"
"http://who.int/icf#s540","s540. Structure of intestine","Structure of intestine"
"http://who.int/icf#s420","s420. Structure of immune system","Structure of immune system"
"http://who.int/icf#s3109","s3109. Structure of nose, unspecified","Structure of nose, unspecified"
"http://who.int/icf#s3108","s3108. Structure of nose, other specified","Structure of nose, other specified"
"http://who.int/icf#s5408","s5408. Structure of intestine, other specified","Structure of intestine, other specified"
"http://who.int/icf#s5409","s5409. Structure of intestine, unspecified","Structure of intestine, unspecified"
"http://who.int/icf#s7709","s7709. Additional musculoskeletal structures related to movement, unspecified","Additional musculoskeletal structures related to movement, unspecified"
"http://who.int/icf#s7708","s7708. Additional musculoskeletal structures related to movement, other specified","Additional musculoskeletal structures related to movement, other specified"
"http://who.int/icf#s11051","s11051. Pons","Pons"
"http://who.int/icf#s11050","s11050. Medulla oblongata","Medulla oblongata"
"http://who.int/icf#s210","s210. Structure of eye socket","Structure of eye socket"
"http://who.int/icf#s330","s330. Structure of pharynx","Structure of pharynx"
"http://who.int/icf#s570","s570. Structure of gall bladder and ducts","Structure of gall bladder and ducts"
"http://who.int/icf#s11059","s11059. Structure of brain stem, unspecified","Structure of brain stem, unspecified"
"http://who.int/icf#s698","s698. Structures related to the genitourinary and reproductive systems, other specified","Structures related to the genitourinary and reproductive systems, other specified"
"http://who.int/icf#e298","e298. Natural environment and human-made changes to environment, other specified","Natural environment and human-made changes to environment, other specified"
"http://who.int/icf#e299","e299. Natural environment and human-made changes to environment, unspecified","Natural environment and human-made changes to environment, unspecified"
"http://who.int/icf#s11058","s11058. Structure of brain stem, other specified","Structure of brain stem, other specified"
"http://who.int/icf#s4204","s4204. Bone marrow","Bone marrow"
"http://who.int/icf#s4203","s4203. Spleen","Spleen"
"http://who.int/icf#s4202","s4202. Thymus","Thymus"
"http://who.int/icf#s4201","s4201. Lymphatic nodes","Lymphatic nodes"
"http://who.int/icf#s4200","s4200. Lymphatic vessels","Lymphatic vessels"
"http://who.int/icf#s699","s699. Structures related to the genitourinary and reproductive systems, unspecified","Structures related to the genitourinary and reproductive systems, unspecified"
"http://who.int/icf#s4209","s4209. Structure of immune system, unspecified","Structure of immune system, unspecified"
"http://who.int/icf#s4208","s4208. Structure of immune system, other specified","Structure of immune system, other specified"
"http://who.int/icf#s7600","s7600. Structure of vertebral column","Structure of vertebral column"
"http://who.int/icf#s7602","s7602. Ligaments and fasciae of trunk","Ligaments and fasciae of trunk"
"http://who.int/icf#s7601","s7601. Muscles of trunk","Muscles of trunk"
"http://who.int/icf#s320","s320. Structure of mouth","Structure of mouth"
"http://who.int/icf#s560","s560. Structure of liver","Structure of liver"
"http://who.int/icf#s3209","s3209. Structure of mouth, unspecified","Structure of mouth, unspecified"
